Keywords	Num genes
parathyroid oncocytic adenoma	0
parathyroid transitional clear cell adenoma	0
paratyphoid fever	0
paraurethral gland cancer	0
paraurethral gland neoplasm	0
parenchymatous neurosyphilis	0
parietal foramina	2
parietal lobe ependymoma	0
parkinson\'s disease 17	0
paronychia	1
parotid gland adenoid cystic carcinoma	0
parotitis	0
parovarian cyst	0
paroxysmal nocturnal hemoglobinuria	1
paroxysmal nonkinesigenic dyskinesia 1	0
paroxysmal nonkinesigenic dyskinesia 2	0
pars planitis	0
parthenolide allergic contact dermatitis	0
partial arterial retinal occlusion	0
partial circumpapillary choroid dystrophy	0
partial fetal alcohol syndrome	0
partial motor epilepsy	0
partial of retinal vein occlusion	0
partial optic atrophy	0
partial sensory epilepsy	0
partial third-nerve palsy	0
partial trisomy distal 4q	0
partington syndrome	1
pasteurellosis	0
patau syndrome	0
patellar tendinitis	0
patellofemoral pain syndrome	0
patent blue v allergy	0
patent foramen ovale	0
pathological gambling	0
patterned macular dystrophy 1	0
patterned macular dystrophy 2	0
patterned macular dystrophy 3	0
patulous eustachian tube	0
pcwh syndrome	1
peach allergy	0
peanut allergy	0
pearson syndrome	0
pediatric angiosarcoma	0
pediatric cerebral ependymoblastoma	0
pediatric cns choriocarcinoma	0
pediatric cns embryonal cell carcinoma	0
pediatric ependymoma	0
pediatric epithelioid sarcoma	0
pediatric extraocular retinoblastoma	0
pediatric infratentorial ependymoblastoma	0
pediatric infratentorial ependymoma	0
pediatric intraocular retinoblastoma	0
pediatric leptomeningeal melanoma	0
pediatric liposarcoma	0
pediatric lymphoma	0
pediatric meningioma	0
pediatric mesenchymal chondrosarcoma	0
pediatric myxoid chondrosarcoma	0
pediatric osteosarcoma	0
pediatric ovarian dysgerminoma	0
pediatric supratentorial ependymoma	0
pediatric testicular germ cell tumor	0
pediculus humanus capitis infestation	0
pediculus humanus corporis infestation	0
pedophilia	0
peeling skin syndrome	3
pelger-huet anomaly	2
peliosis hepatis	0
pelizaeus-merzbacher disease	1
pellagra	1
pelvic lipomatosis	0
pelvic muscle wasting	0
pemphigus gestationis	0
pemphigus vulgaris	3
pendred syndrome	1
penicillin allergy	0
penicilliosis	0
penile neoplasm	0
penile urethral cancer	0
penis basal cell carcinoma	0
penis basaloid carcinoma	0
penis carcinoma in situ	0
penis mixed squamous cell carcinoma	0
penis non-invasive verrucous carcinoma	0
penis paget\'s disease	0
penis papillary carcinoma	0
penis sarcoma	0
peptic esophagitis	0
peptic ulcer perforation	0
perforated corneal ulcer	0
perforation of bile duct	0
periampullary adenocarcinoma	0
periampullary adenoma	0
perianal hematoma	0
perianal skin paget\'s disease	0
periapical granuloma	0
periarthritis	0
pericardial mesothelioma	0
pericardial tuberculosis	0
pericardium leiomyoma	0
pericholangitis	0
pericoronitis	0
periductal breast myoepitheliosis	0
perinatal intestinal perforation	0
perinatal jaundice due to hepatocellular damage	0
perinatal necrotizing enterocolitis	0
perineocele	0
perinephritis	0
perineural angioma	0
periocular meningioma	0
periodic limb movement disorder	0
periodontosis	0
periosteal chondrosarcoma	0
periosteal osteogenic sarcoma	0
peripartum cardiomyopathy	0
peripheral artery disease	0
peripheral degeneration of cornea	0
peripheral epithelioid sarcoma	0
peripheral focal chorioretinitis	0
peripheral nervous system ganglioneuroblastoma	0
peripheral scars of retina	0
peritoneal mesothelioma	0
peritoneal serous papillary adenocarcinoma	0
perivascular epithelioid cell tumor	0
periventricular leukomalacia	0
periventricular nodular heterotopia	4
perlman syndrome	1
permanent neonatal diabetes mellitus	0
pernicious anemia	2
peroneal nerve paralysis	0
peroneal neuropathy	0
peroxisomal acyl-coa oxidase deficiency	1
perrault syndrome 6	0
perry syndrome	1
persian gulf syndrome	0
persistent fetal circulation syndrome	0
persistent generalized lymphadenopathy	0
persistent hyperplastic primary vitreous	0
persistent mullerian duct syndrome	3
pes anserinus tendinitis or bursitis	0
peters anomaly	11
peters plus syndrome	1
peters-plus syndrome	1
petroclival meningioma	0
petrositis	0
petrous apex meningioma	0
peutz-jeghers syndrome	1
peyronie\'s disease	0
pfeiffer syndrome	2
phacolytic glaucoma	0
phaeochromocytoma	3
phaeohyphomycosis	0
phagocyte bactericidal dysfunction	0
phalanx chondroma	0
pharc syndrome	0
pharyngitis	0
pharyngoconjunctival fever	0
pharynx carcinoma in situ	0
pharynx squamous cell carcinoma	0
phencyclidine abuse	0
phenobarbital allergy	0
phenylketonuria	4
phenytoin allergy	0
phgdh deficiency	1
philophthalmiasis	0
phlebotomus fever	0
phlegmonous dacryocystitis	0
phlyctenulosis	0
phonagnosia	0
photokeratitis	0
photosensitive epilepsy	0
photosensitive trichothiodystrophy	0
phototoxic dermatitis	0
phthalic anhydride allergic asthma	0
phthalyl group allergy	0
phthisical cornea	0
physiological polycythemia	0
pica disease	0
pick\'s disease	0
piebaldism	2
pierson syndrome	1
pigment dispersion syndrome	0
pigmented basal cell carcinoma	0
pigmented villonodular synovitis	0
pilar sheath acanthoma	0
pilocytic astrocytoma of cerebellum	0
pilomatrixoma	1
pilomyxoid astrocytoma	0
pineal dysgerminoma	0
pineal gland astrocytoma	0
pineal parenchymal tumor of intermediate differentiation	0
pineal region choriocarcinoma	0
pineal region germinoma	0
pineal region immature teratoma	0
pineal region mature teratoma	0
pineal region meningioma	0
pineal region yolk sac tumor	0
pinguecula	0
pinta disease	0
piperacillin allergy	0
pitt-hopkins syndrome	1
pituitary apoplexy	0
pituitary hypoplasia	1
pituitary stalk meningioma	0
pituitary-dependent cushing\'s disease	0
pityriasis rosea	0
pityriasis rubra pilaris	1
pityriasis versicolor	0
placenta accreta	0
placental abruption	1
placental choriocarcinoma	1
placental insufficiency	0
placental site trophoblastic tumor	0
plantar fascial fibromatosis	0
plantar fasciitis	0
plantar nerve lesion	0
plantar verrucous skin carcinoma	0
plantar wart	0
plasmacytic leukemia	0
plasmacytoid variant infiltrating bladder urothelial carcinoma	0
plasmodium falciparum malaria	0
plasmodium malariae malaria	0
plasmodium ovale malaria	0
plasmodium vivax malaria	0
platelet storage pool deficiency	9
platelet-type bleeding disorder 10	0
platelet-type bleeding disorder 11	0
platelet-type bleeding disorder 12	0
platelet-type bleeding disorder 14	0
platelet-type bleeding disorder 15	0
platelet-type bleeding disorder 16	0
platelet-type bleeding disorder 17	0
platelet-type bleeding disorder 18	0
platelet-type bleeding disorder 19	0
platelet-type bleeding disorder 20	0
platelet-type bleeding disorder 3	0
platelet-type bleeding disorder 8	0
platelet-type bleeding disorder 9	0
pleomorphic adenoma	0
pleomorphic adenoma carcinoma	0
pleomorphic carcinoma	0
pleomorphic lipoma	0
pleomorphic liposarcoma	0
pleomorphic xanthoastrocytoma	0
plethora of newborn	0
pleural lipoma	0
pleural tuberculosis	0
pleurisy	0
pleuropneumonia	0
pleuropulmonary blastoma	1
plexiform neurofibroma	0
plexiform schwannoma	0
plexopathy	0
plica syndrome	0
plum allergy	0
plummer\'s disease	0
pneumatosis cystoides intestinalis	0
pneumoconiosis due to talc	0
pneumocystosis	0
pneumonic plague	0
pneumonic tularemia	0
podoconiosis	0
poems syndrome	0
poikiloderma with neutropenia	1
poland syndrome	0
polyarteritis nodosa	0
polyclonal hypergammaglobulinemia	1
polycystic echinococcosis	0
polycystic kidney disease 1	2
polycystic kidney disease 2	3
polycystic kidney disease 3	0
polycystic kidney disease 4	0
polycystic kidney disease 5	0
polycystic liver disease	2
polycystic ovary syndrome	3
polycythemia due to hypoxia	0
polycythemia vera	3
polydactyly	53
polyembryoma of the ovary	0
polyhydramnios	4
polymyalgia rheumatica	0
polyneuropathy due to drug	0
polyneuropathy in collagen vascular disease	0
polyomavirus-associated nephropathy	0
polyp of corpus uteri	0
polyp of middle ear	0
polyvesicular vitelline pattern ovarian yolk sac tumor	0
polyvesicular vitelline pattern testicular yolk sac tumor	0
pompholyx	0
pontiac fever	0
pontocerebellar hypoplasia type 10	0
pontocerebellar hypoplasia type 1a	1
pontocerebellar hypoplasia type 1b	1
pontocerebellar hypoplasia type 2a	1
pontocerebellar hypoplasia type 2b	1
pontocerebellar hypoplasia type 2c	2
pontocerebellar hypoplasia type 2d	2
pontocerebellar hypoplasia type 2e	0
pontocerebellar hypoplasia type 3	0
pontocerebellar hypoplasia type 4	1
pontocerebellar hypoplasia type 5	0
pontocerebellar hypoplasia type 6	1
pontocerebellar hypoplasia type 7	0
pontocerebellar hypoplasia type 8	1
pontocerebellar hypoplasia type 9	0
popliteal pterygium syndrome	2
porencephaly	2
porokeratosis	2
porphyria cutanea tarda	3
portal hypertension	4
portal vein thrombosis	0
post-cardiac arrest syndrome	0
post-surgical hypoinsulinemia	0
post-thrombotic syndrome	0
post-traumatic stress disorder	0
post-vaccinal encephalitis	0
postauricular lymphadenitis	0
postcholecystectomy syndrome	0
postcricoid region cancer	0
postencephalitic parkinson disease	0
posterior amorphous corneal dystrophy	0
posterior cerebral artery infarction	0
posterior corneal pigmentation	0
posterior cranial fossa meningioma	0
posterior dislocation of lens	0
posterior foramen magnum meningioma	0
posterior mediastinum cancer	0
posterior myocardial infarction	0
posterior polar cataract	0
posterior polymorphous corneal dystrophy	3
posterior polymorphous corneal dystrophy 1	0
posterior polymorphous corneal dystrophy 2	0
posterior polymorphous corneal dystrophy 3	0
posterior scleritis	0
posterior urethra cancer	0
posterior uveal melanoma	0
posteroinferior myocardial infarction	0
posterolateral myocardial infarction	0
postgerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	0
postinflammatory pulmonary fibrosis	0
postmenopausal atrophic vaginitis	0
postpartum depression	0
postpoliomyelitis syndrome	0
postsurgical hypothyroidism	0
postural orthostatic tachycardia syndrome	0
potassium dichromate allergic contact dermatitis	0
potocki-lupski syndrome	0
potter\'s syndrome	0
powassan encephalitis	0
prader-willi syndrome	3
precursor b lymphoblastic lymphoma/leukemia	0
precursor t-lymphoblastic lymphoma/leukemia refractory	0
prediabetes syndrome	0
predominantly cortical thymoma	0
pregerminal center chronic lymphocytic leukemia/small lymphocytic lymphoma	0
pregnancy adenoma	0
premature ejaculation	0
premature menopause	0
premature ovarian failure	12
premenstrual tension	0
prepuce cancer	0
preretinal fibrosis	0
presbyopia	0
preterm premature rupture of the membranes	1
priapism	0
prieto syndrome	0
primary amebic meningoencephalitis	0
primary autosomal dominant microcephaly 18	0
primary autosomal recessive microcephaly 1	0
primary autosomal recessive microcephaly 10	0
primary autosomal recessive microcephaly 11	0
primary autosomal recessive microcephaly 12	0
primary autosomal recessive microcephaly 13	0
primary autosomal recessive microcephaly 14	0
primary autosomal recessive microcephaly 15	0
primary autosomal recessive microcephaly 16	0
primary autosomal recessive microcephaly 17	0
primary autosomal recessive microcephaly 19	0
primary autosomal recessive microcephaly 2 with or without cortical malformations	0
primary autosomal recessive microcephaly 3	0
primary autosomal recessive microcephaly 4	0
primary autosomal recessive microcephaly 5	0
primary autosomal recessive microcephaly 6	0
primary autosomal recessive microcephaly 7	0
primary autosomal recessive microcephaly 8	0
primary autosomal recessive microcephaly 9	0
primary biliary cirrhosis	2
primary cerebellar degeneration	0
primary ciliary dyskinesia 1	0
primary ciliary dyskinesia 10	0
primary ciliary dyskinesia 11	0
primary ciliary dyskinesia 12	0
primary ciliary dyskinesia 13	0
primary ciliary dyskinesia 14	0
primary ciliary dyskinesia 15	0
primary ciliary dyskinesia 16	0
primary ciliary dyskinesia 17	0
primary ciliary dyskinesia 18	1
primary ciliary dyskinesia 19	1
primary ciliary dyskinesia 2	0
primary ciliary dyskinesia 20	0
primary ciliary dyskinesia 21	0
primary ciliary dyskinesia 22	0
primary ciliary dyskinesia 23	0
primary ciliary dyskinesia 24	0
primary ciliary dyskinesia 25	0
primary ciliary dyskinesia 26	0
primary ciliary dyskinesia 27	0
primary ciliary dyskinesia 28	0
primary ciliary dyskinesia 29	0
primary ciliary dyskinesia 3	0
primary ciliary dyskinesia 30	0
primary ciliary dyskinesia 32	0
primary ciliary dyskinesia 33	0
primary ciliary dyskinesia 34	0
primary ciliary dyskinesia 35	0
primary ciliary dyskinesia 37	0
primary ciliary dyskinesia 4	0
primary ciliary dyskinesia 5	1
primary ciliary dyskinesia 6	0
primary ciliary dyskinesia 7	0
primary ciliary dyskinesia 8	0
primary ciliary dyskinesia 9	0
primary coenzyme q10 deficiency 1	0
primary coenzyme q10 deficiency 2	0
primary coenzyme q10 deficiency 3	0
primary coenzyme q10 deficiency 4	0
primary coenzyme q10 deficiency 5	0
primary coenzyme q10 deficiency 6	0
primary coenzyme q10 deficiency 7	0
primary coenzyme q10 deficiency 8	0
primary cutaneous amyloidosis	0
primary eye hypotony	0
primary hyperoxaluria	3
primary hyperparathyroidism	3
primary hypertrophic osteoarthropathy	0
primary lacrimal atrophy	0
primary mediastinal b-cell lymphoma	0
primary microcephaly	16
primary open angle glaucoma	5
primary optic atrophy	0
primary pigmented nodular adrenocortical disease	3
primary progressive multiple sclerosis	0
primary pulmonary hypertension	4
primary sclerosing cholangitis	0
primary spontaneous pneumothorax	1
primary syphilis	0
prinzmetal angina	0
proctitis	0
progeria	3
progesterone-receptor negative breast cancer	0
progesterone-receptor positive breast cancer	0
progressive bulbar palsy	0
progressive familial heart block	3
progressive familial heart block type ia	0
progressive familial heart block type ib	1
progressive familial heart block type ii	0
progressive familial intrahepatic cholestasis	3
progressive familial intrahepatic cholestasis 1	0
progressive familial intrahepatic cholestasis 2	0
progressive familial intrahepatic cholestasis 3	0
progressive familial intrahepatic cholestasis 4	0
progressive familial intrahepatic cholestasis 5	0
progressive multifocal leukoencephalopathy	0
progressive muscular atrophy	2
progressive pseudorheumatoid arthropathy of childhood	1
progressive relapsing multiple sclerosis	0
progressive supranuclear palsy	1
prolactin producing pituitary tumor	0
prolactinoma	1
prolapse of lacrimal gland	0
prolapse of urethra	0
proliferative diabetic retinopathy	0
proliferative fasciitis	0
proliferative glomerulonephritis	1
proliferative type fibrocystic change of breast	0
proliferative vitreoretinopathy	0
prolymphocytic leukemia	2
propionic acidemia	2
prosopagnosia	0
prostate adenoid cystic carcinoma	0
prostate angiosarcoma	0
prostate calculus	0
prostate carcinoma in situ	0
prostate colloid adenocarcinoma	0
prostate embryonal rhabdomyosarcoma	0
prostate leiomyoma	0
prostate leiomyosarcoma	0
prostate lymphoma	0
prostate malignant phyllodes tumor	0
prostate neuroendocrine neoplasm	0
prostate signet ring cell adenocarcinoma	0
prostate small cell carcinoma	0
prostate squamous cell carcinoma	0
prostate stromal sarcoma	0
prostate transitional cell carcinoma	0
prostatic acinar adenocarcinoma	0
prostatic adenoma	0
prostatic cyst	0
prostatic urethra urothelial carcinoma	0
prostatocystitis	0
protein c deficiency	5
protein s deficiency	1
protein-deficiency anemia	0
protein-losing enteropathy	1
proteinuria	26
proteus syndrome	2
prothrombin deficiency	0
protoplasmic astrocytoma	0
protozoal dysentery	0
proximal symphalangism	0
prune belly syndrome	0
psammomatous meningioma	0
psat deficiency	0
pseudo-hurler polydystrophy	2
pseudo-torch syndrome 1	0
pseudoachondroplasia	1
pseudobulbar palsy	1
pseudoglandular variant testicular seminoma	0
pseudohypoaldosteronism	8
pseudohypoparathyroidism type ib	1
pseudomembranous conjunctivitis	0
pseudomyxoma peritonei	0
pseudopapilledema	0
pseudopseudohypoparathyroidism	1
pseudopterygium	0
pseudoretinitis pigmentosa	0
pseudotumor cerebri	0
pseudovascular skin squamous cell carcinoma	0
pseudoxanthoma elasticum	4
psoriatic arthritis	43
psph deficiency	0
psychologic dyspareunia	0
psychologic vaginismus	0
pten hamartoma tumor syndrome	1
pthirus pubis infestation	0
puerperal pulmonary embolism	0
pulmonary alveolar microlithiasis	1
pulmonary alveolar proteinosis	4
pulmonary artery choriocarcinoma	0
pulmonary artery leiomyosarcoma	0
pulmonary aspergilloma	0
pulmonary coin lesion	0
pulmonary edema	1
pulmonary embolism and infarction	0
pulmonary hemosiderosis	0
pulmonary immaturity	0
pulmonary plasma cell granuloma	0
pulmonary sarcoidosis	0
pulmonary sclerosing hemangioma	0
pulmonary subvalvular stenosis	0
pulmonary systemic sclerosis	0
pulmonary tuberculosis	0
pulmonary type ovarian small cell carcinoma	0
pulmonary valve insufficiency	0
pulmonary vein leiomyosarcoma	0
pulmonary venoocclusive disease	1
pulp degeneration	0
pulp erosion	0
pulpitis	0
pulsating exophthalmos	0
punctate epithelial keratoconjunctivitis	0
punctate palmoplantar keratoderma type 1a	0
punctate palmoplantar keratoderma type ii	0
punctate palmoplantar keratoderma type iii	0
pure red-cell aplasia	0
purine nucleoside phosphorylase deficiency	1
purpura fulminans	2
purulent acute otitis media	0
purulent labyrinthitis	0
pustulosis of palm and sole	0
pycnodysostosis	2
pyeloureteritis cystica	0
pyloric antrum cancer	0
pylorospasm	0
pyoderma gangrenosum	1
pyometritis	0
pyomyositis	0
pyosalpinx	0
pyoureter	0
pyridoxine deficiency anemia	0
pyridoxine-refractory autosomal recessive sideroblastic anemia	0
pyridoxine-responsive sideroblastic anemia	0
pyriform sinus cancer	0
pyromania	0
pyruvate carboxylase deficiency disease	0
pyruvate decarboxylase deficiency	0
pyruvate kinase deficiency of red cells	1
pyuria	0
q fever	0
qazi markouizos syndrome	0
quadriplegia	9
qualitative platelet defect	0
quebec platelet disorder	1
queensland tick typhus	0
quinidine allergy	0
rabies	0
radial nerve lesion	0
radial neuropathy	0
radiation cystitis	0
radiculopathy	0
radioulnar synostosis	3
rainbow trout allergy	0
ranitidine allergy	0
rapadilino syndrome	1
rapidly progressive glomerulonephritis	0
rapp-hodgkin syndrome	1
raynaud disease	0
reactive arthritis	38
recessive dystrophic epidermolysis bullosa	0
recombinase activating gene 1 deficiency	0
recombinase activating gene 2 deficiency	0
rectal cloacogenic carcinoma	0
rectal prolapse	0
rectosigmoid cancer	0
rectosigmoid junction neoplasm	0
rectum adenocarcinoma	0
rectum adenoma	0
rectum carcinoma in situ	0
rectum kaposi\'s sarcoma	0
rectum leiomyoma	0
rectum leiomyosarcoma	0
rectum lymphoma	0
rectum malignant melanoma	0
rectum mucinous adenocarcinoma	0
rectum neuroendocrine neoplasm	0
rectum rhabdomyosarcoma	0
rectum sarcomatoid carcinoma	0
rectum signet ring adenocarcinoma	0
recurrent corneal erosion	0
red color blindness	0
red-green color blindness	0
reducing body myopathy	1
reflex sympathetic dystrophy	0
refractory hairy cell leukemia	0
refractory plasma cell neoplasm	0
refsum disease	18
regional ureteric cancer	0
regular astigmatism	0
reis-bucklers corneal dystrophy	0
relapsed/refractory diffuse large b-cell lymphoma	0
relapsing polychondritis	0
relapsing-remitting multiple sclerosis	0
rem sleep behavior disorder	0
remazole black respiratory allergy	0
renal artery atheroma	0
renal artery obstruction	0
renal coloboma syndrome	1
renal fibrosis	1
renal glycosuria	0
renal hypomagnesemia 2	0
renal hypomagnesemia 3	0
renal hypomagnesemia 4	0
renal hypomagnesemia 5 with ocular involvement	0
renal hypomagnesemia 6	0
renal infectious disease	0
renal osteodystrophy	0
renal pelvis adenocarcinoma	0
renal pelvis inverted papilloma	0
renal pelvis squamous cell carcinoma	0
renal tuberculosis	0
renal tubular acidosis	7
renal wilms\' tumor	0
renal-hepatic-pancreatic dysplasia	1
renovascular hypertension	0
renpenning syndrome	1
residual stage angle-closure glaucoma	0
residual stage corticosteroid-induced glaucoma	0
residual stage of open angle glaucoma	0
respiratory syncytial virus infectious disease	0
respiratory system benign neoplasm	0
respiratory system cancer	0
restless legs syndrome	2
rete ovarii adenocarcinoma	0
rete ovarii cystadenofibroma	0
rete ovarii cystadenoma	0
rete ovarii neoplasm	0
rete testis adenocarcinoma	0
rete testis adenoma	0
reticular dysgenesis	1
reticular pattern testicular yolk sac tumor	0
reticulate acropigmentation of kitamura	1
reticulohistiocytic granuloma	0
reticulosarcoma	0
retina lymphoma	0
retinal drusen	0
retinal dystrophies primarily involving bruch\'s membrane	0
retinal dystrophy in systemic or cerebroretinal lipidoses	0
retinal hemangioblastoma	0
retinal ischemia	0
retinal lattice degeneration	0
retinal melanoma	0
retinal microaneurysm	0
retinal perforation	0
retinal vasculitis	0
retinitis pigmentosa 1	2
retinitis pigmentosa 10	1
retinitis pigmentosa 11	1
retinitis pigmentosa 12	1
retinitis pigmentosa 13	1
retinitis pigmentosa 14	1
retinitis pigmentosa 17	1
retinitis pigmentosa 18	0
retinitis pigmentosa 19	1
retinitis pigmentosa 2	1
retinitis pigmentosa 20	1
retinitis pigmentosa 22	0
retinitis pigmentosa 23	0
retinitis pigmentosa 24	0
retinitis pigmentosa 25	1
retinitis pigmentosa 26	1
retinitis pigmentosa 27	1
retinitis pigmentosa 28	1
retinitis pigmentosa 29	0
retinitis pigmentosa 3	1
retinitis pigmentosa 30	1
retinitis pigmentosa 31	1
retinitis pigmentosa 32	0
retinitis pigmentosa 33	2
retinitis pigmentosa 34	0
retinitis pigmentosa 35	1
retinitis pigmentosa 36	1
retinitis pigmentosa 37	1
retinitis pigmentosa 38	1
retinitis pigmentosa 39	1
retinitis pigmentosa 4	1
retinitis pigmentosa 40	1
retinitis pigmentosa 41	1
retinitis pigmentosa 42	1
retinitis pigmentosa 43	1
retinitis pigmentosa 44	1
retinitis pigmentosa 45	1
retinitis pigmentosa 46	1
retinitis pigmentosa 47	1
retinitis pigmentosa 48	1
retinitis pigmentosa 49	1
retinitis pigmentosa 50	1
retinitis pigmentosa 51	1
retinitis pigmentosa 54	1
retinitis pigmentosa 55	1
retinitis pigmentosa 56	1
retinitis pigmentosa 57	1
retinitis pigmentosa 58	1
retinitis pigmentosa 59	1
retinitis pigmentosa 6	0
retinitis pigmentosa 60	1
retinitis pigmentosa 61	1
retinitis pigmentosa 62	2
retinitis pigmentosa 63	0
retinitis pigmentosa 66	0
retinitis pigmentosa 67	0
retinitis pigmentosa 68	0
retinitis pigmentosa 69	0
retinitis pigmentosa 7	3
retinitis pigmentosa 70	0
retinitis pigmentosa 71	0
retinitis pigmentosa 72	0
retinitis pigmentosa 73	0
retinitis pigmentosa 74	0
retinitis pigmentosa 75	0
retinitis pigmentosa 81	0
retinitis pigmentosa 9	1
retinitis pigmentosa with or without situs inversus	0
retinitis pigmentosa y-linked	0
retinitis pigmentosa-deafness syndrome	0
retinopathy of prematurity	4
retrocochlear disease	0
retrograde amnesia	0
retromolar area cancer	0
retroperitoneal germ cell neoplasm	0
retroperitoneal hemangiopericytoma	0
retroperitoneal leiomyosarcoma	0
retroperitoneal lymphoma	0
retroperitoneal neuroblastoma	0
retroperitoneum carcinoma	0
rett syndrome	3
revesz syndrome	1
reye syndrome	0
rh deficiency syndrome	1
rh isoimmunization	0
rheumatic congestive heart failure	0
rheumatic disease	38
rheumatic fever	0
rheumatic heart disease	0
rheumatic myocarditis	0
rheumatic pulmonary valve disease	0
rheumatoid lung disease	0
rhinoscleroma	0
rhinosporidiosis	0
rhizomelic chondrodysplasia punctata type 1	1
rhizomelic chondrodysplasia punctata type 2	2
rhizomelic chondrodysplasia punctata type 3	1
rhizomelic chondrodysplasia punctata type 5	0
richter\'s syndrome	0
rickettsia parkeri spotted fever	0
rickettsialpox	0
riddle syndrome	1
riedel\'s fibrosing thyroiditis	0
rift valley fever	0
right atrial isomerism	0
right bundle branch block	10
rigid spine muscular dystrophy 1	1
riley-day syndrome	1
ring corneal ulcer	0
ring staphyloma	0
rippling muscle disease 1	0
rippling muscle disease 2	0
ritscher-schinzel syndrome	0
ritscher-schinzel syndrome 1	0
ritscher-schinzel syndrome 2	0
ritter\'s disease	0
roberts syndrome	3
robinow syndrome	2
rocky mountain spotted fever	0
rocuronium allergy	0
root caries	0
root resorption	0
rosacea	0
rosacea conjunctivitis	0
ross river fever	0
rothmund-thomson syndrome	2
round ligament malignant neoplasm	0
rubella	2
rubeosis iridis	0
rubinstein-taybi syndrome	2
rumination disorder	0
sacral spinal canal and spinal cord meningioma	0
sacrum chordoma	0
saddan	0
saethre-chotzen syndrome	3
sagittal sinus thrombosis	0
sakati-nyhan syndrome	0
saldino-noonan syndrome	0
salivary gland adenoid cystic carcinoma	0
salmonellosis	0
salpingitis isthmica nodosa	0
salt and pepper syndrome	0
sandhoff disease	1
sapho syndrome	0
sarcocystosis	0
sarcoid meningitis	0
sarcomatoid basal cell carcinoma	0
sarcomatoid mesothelioma	0
sarcomatoid penile squamous cell carcinoma	0
sarcomatoid renal cell carcinoma	0
sarcomatoid squamous cell skin carcinoma	0
sarcomatoid uterine corpus endometrioid adenocarcinoma	0
sarcomatosis of the meninges	0
sarcomatous intrahepatic cholangiocarcinoma	0
sc phocomelia syndrome	1
scalp dermatosis	0
scapuloperoneal myopathy	2
scarlet fever	0
scheie syndrome	1
scheuermann\'s disease	0
schimke immuno-osseous dysplasia	1
schistosomiasis	0
schizoaffective disorder	5
schizoid personality disorder	0
schizophrenia 1	1
schizophrenia 10	0
schizophrenia 11	0
schizophrenia 12	0
schizophrenia 13	0
schizophrenia 14	0
schizophrenia 15	1
schizophrenia 16	0
schizophrenia 18	0
schizophrenia 19	0
schizophrenia 2	0
schizophrenia 3	0
schizophrenia 4	0
schizophrenia 5	0
schizophrenia 6	0
schizophrenia 7	0
schizophrenia 8	0
schizophrenia 9	0
schizophreniform disorder	0
schizotypal personality disorder	0
schmid metaphyseal chondrodysplasia	0
schneckenbecken dysplasia	1
schneiderian carcinoma	0
schnitzler syndrome	0
schnyder corneal dystrophy	0
schuurs-hoeijmakers syndrome	0
schwannian stroma-rich and stroma-poor composite ganglioneuroblastoma	0
schwannoma of jugular foramen	0
schwannoma of twelfth cranial nerve	0
schwannoma of ureter	0
schwartz-jampel syndrome 1	0
sciatic neuropathy	0
scimitar syndrome	0
scirrhous adenocarcinoma	0
scleredema adultorum	0
sclerocornea	3
scleromalacia perforans	0
scleroperikeratitis	0
sclerosing adenosis of breast	0
sclerosing breast papilloma	0
sclerosing hepatic carcinoma	0
sclerosing keratitis	0
sclerosing liposarcoma	0
sclerosteosis	2
sclerosteosis 1	0
sclerosteosis 2	1
scotoma	2
scott syndrome	2
scrapie	2
screw worm infectious disease	0
scrotal angioma	0
scrotum basal cell carcinoma	0
scrotum melanoma	0
scrotum paget\'s disease	0
scrotum squamous cell carcinoma	0
scrub typhus	0
scurvy	0
sea-blue histiocyte syndrome	0
seasonal affective disorder	1
sebaceous adenocarcinoma	0
sebaceous adenoma	0
sebaceous basal cell carcinoma	0
sebaceous breast carcinoma	0
seborrheic infantile dermatitis	0
seckel syndrome 1	1
seckel syndrome 10	0
seckel syndrome 2	1
seckel syndrome 4	2
seckel syndrome 5	1
seckel syndrome 6	1
seckel syndrome 7	1
seckel syndrome 8	0
seckel syndrome 9	0
secondary corneal edema	0
secondary hyperparathyroidism of renal origin	0
secondary hypertrophic osteoarthropathy	0
secondary lacrimal atrophy	0
secondary progressive multiple sclerosis	0
secondary syphilis	0
secondary vitreoretinal degeneration	0
secretory diarrhea	4
secretory meningioma	0
secretory uterine corpus endometrioid adenocarcinoma	0
segmental dystonia	0
selective iga deficiency disease	0
selective igd deficiency disease	0
selective ige deficiency disease	0
selective igg deficiency disease	0
selective igm deficiency disease	0
semantic agnosia	0
seminal vesicle acute gonorrhea	0
seminal vesicle adenocarcinoma	0
seminal vesicle chronic gonorrhea	0
seminal vesicle cystadenoma	0
sengers syndrome	1
senile angioma	0
senile atrophy of choroid	0
senile degeneration of brain	0
senile ectropion	0
senile entropion	0
senile reticular retinal degeneration	0
senior-loken syndrome	11
sennetsu fever	0
sensenbrenner syndrome	0
sensorineural hearing loss	92
sensory organ benign neoplasm	0
sensory peripheral neuropathy	1
sensory system cancer	0
separation anxiety disorder	0
sepiapterin reductase deficiency	1
septal myocardial infarction	0
septic arthritis	0
septic myocarditis	0
septicemic plague	0
septooptic dysplasia	1
serous conjunctivitis except viral	0
serous cystadenocarcinoma	0
serous glue ear	0
serous labyrinthitis	0
serous surface papilloma	0
sertoli cell tumor	0
